num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Mobile,RoundTrip,27,33,8,Thu,PENTPE,1,0,1,4.67,0
1,Internet,RoundTrip,161,22,0,Thu,PENTPE,1,0,0,4.67,1
1,Internet,RoundTrip,4,29,7,Thu,PENTPE,1,0,1,4.67,1
1,Internet,RoundTrip,11,23,14,Fri,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,30,158,13,Thu,PENTPE,1,1,0,4.67,0
1,Internet,RoundTrip,1,28,2,Fri,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,5,1,8,Thu,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,31,27,15,Sat,PENTPE,1,0,0,4.67,1
2,Internet,RoundTrip,6,23,2,Sun,PENTPE,1,1,1,4.67,1
1,Internet,RoundTrip,4,25,6,Thu,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,6,36,4,Tue,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,56,56,15,Thu,PENTPE,1,0,1,4.67,0
2,Internet,RoundTrip,40,29,10,Tue,PENTPE,1,1,1,4.67,0
1,Internet,RoundTrip,13,1,14,Mon,PENTPE,1,1,1,4.67,0
1,Internet,RoundTrip,60,37,9,Wed,PENTPE,1,0,0,4.67,0
2,Mobile,RoundTrip,94,35,6,Mon,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,17,17,14,Tue,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,7,29,14,Tue,PENTPE,1,0,0,4.67,1
2,Internet,RoundTrip,19,22,17,Fri,PENTPE,1,0,1,4.67,0
1,Internet,RoundTrip,25,75,6,Mon,PENTPE,1,1,1,4.67,0
1,Internet,RoundTrip,7,28,14,Sat,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,25,17,12,Mon,PENTPE,1,0,0,4.67,0
2,Internet,RoundTrip,57,139,12,Mon,PENTPE,1,0,0,4.67,0
2,Internet,RoundTrip,40,67,0,Sat,PENTPE,1,0,1,4.67,0
2,Internet,RoundTrip,8,21,6,Tue,PENTPE,1,0,1,4.67,0
2,Internet,RoundTrip,2,1,10,Fri,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,40,50,3,Wed,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,18,29,14,Sat,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,26,30,7,Mon,PENTPE,1,1,1,4.67,1
1,Internet,RoundTrip,53,47,3,Mon,PENTPE,1,0,1,4.67,1
1,Internet,RoundTrip,195,28,8,Wed,PENTPE,0,0,0,4.67,0
1,Internet,RoundTrip,148,26,10,Thu,PENTPE,1,0,0,4.67,1
1,Internet,RoundTrip,154,39,11,Wed,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,2,365,5,Fri,PENTPE,1,0,0,4.67,0
1,Mobile,RoundTrip,101,63,8,Mon,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,69,36,6,Sat,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,26,42,3,Sun,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,71,139,6,Fri,PENTPE,1,0,1,4.67,0
1,Internet,RoundTrip,92,27,14,Sat,PENWUH,1,1,1,5.13,1
1,Internet,RoundTrip,168,45,0,Mon,PENWUH,1,0,0,5.13,0
1,Internet,RoundTrip,109,26,2,Thu,PENXIY,1,0,0,5,0
1,Internet,RoundTrip,120,56,12,Tue,PENXIY,1,0,0,5,0
1,Internet,RoundTrip,138,28,3,Mon,PENXIY,0,0,0,5,0
1,Internet,RoundTrip,25,18,6,Thu,PENXIY,1,1,0,5,1
1,Internet,RoundTrip,20,17,14,Thu,PENXIY,1,0,0,5,0
1,Internet,RoundTrip,120,56,12,Tue,PENXIY,0,0,0,5,0
1,Internet,RoundTrip,6,107,9,Tue,PENXIY,1,1,1,5,1
1,Internet,RoundTrip,63,19,6,Sat,PERPNH,1,0,0,5.62,0
1,Internet,RoundTrip,79,17,6,Fri,PERPNH,1,0,1,5.62,0
1,Internet,RoundTrip,34,56,7,Mon,PERPUS,0,0,1,6.33,0
1,Internet,RoundTrip,329,29,4,Thu,PERSBW,1,1,1,5.62,0
1,Internet,RoundTrip,11,37,7,Fri,PERSBW,0,0,0,5.62,0
2,Internet,RoundTrip,6,43,14,Wed,PERSBW,1,0,0,5.62,0
2,Internet,RoundTrip,5,20,11,Wed,PERSBW,0,0,0,5.62,0
1,Internet,RoundTrip,11,21,1,Tue,PERSBW,1,0,0,5.62,0
1,Internet,RoundTrip,58,59,4,Fri,PERSBW,1,1,0,5.62,0
3,Internet,RoundTrip,16,78,14,Wed,PERSBW,1,0,0,5.62,0
1,Internet,RoundTrip,31,44,15,Tue,PERSBW,1,1,0,5.62,1
1,Internet,RoundTrip,59,21,11,Wed,PERSBW,1,0,1,5.62,0
1,Internet,RoundTrip,67,37,12,Mon,PERSBW,1,0,0,5.62,1
1,Internet,RoundTrip,172,59,3,Tue,PERSBW,1,1,0,5.62,0
1,Internet,RoundTrip,20,21,6,Fri,PERSBW,1,1,0,5.62,0
1,Internet,RoundTrip,4,21,6,Sun,PERSBW,1,0,0,5.62,1
1,Internet,RoundTrip,61,17,5,Fri,PERSBW,0,0,0,5.62,0
1,Internet,RoundTrip,8,17,9,Fri,PERSBW,1,1,0,5.62,0
1,Internet,RoundTrip,188,82,13,Sun,PERSBW,0,0,0,5.62,0
2,Internet,RoundTrip,383,29,4,Mon,PERSBW,1,1,0,5.62,0
1,Internet,RoundTrip,56,59,7,Mon,PERSBW,1,1,0,5.62,0
1,Mobile,RoundTrip,382,27,10,Tue,PERSBW,0,0,0,5.62,0
2,Internet,RoundTrip,76,79,23,Sun,PERSBW,1,0,0,5.62,0
1,Internet,RoundTrip,3,34,3,Mon,PERSBW,1,1,0,5.62,1
2,Internet,RoundTrip,43,169,1,Thu,PERSDK,1,1,1,5.62,0
2,Internet,RoundTrip,46,77,8,Wed,PERSDK,1,1,1,5.62,0
2,Internet,RoundTrip,87,24,13,Mon,PERSDK,1,1,1,5.62,0
1,Internet,RoundTrip,12,21,16,Mon,PERSDK,1,1,0,5.62,0
2,Internet,RoundTrip,98,17,1,Wed,PERSDK,1,1,1,5.62,1
1,Mobile,RoundTrip,156,57,8,Mon,PERSDK,0,0,0,5.62,1
1,Internet,RoundTrip,14,55,9,Tue,PERTGG,1,1,1,5.62,1
1,Internet,RoundTrip,20,58,4,Wed,PERTWU,0,1,1,5.62,0
1,Internet,RoundTrip,26,22,5,Thu,PUSSBW,1,0,0,6.33,0
1,Internet,RoundTrip,7,1,15,Wed,PUSSBW,0,0,0,6.33,0
2,Mobile,RoundTrip,11,1,6,Tue,PUSSBW,1,0,0,6.33,0
1,Internet,RoundTrip,6,28,23,Wed,PVGTGG,1,0,0,5.33,0
1,Internet,RoundTrip,286,50,6,Mon,SBWSYD,1,1,0,8.58,0
3,Internet,RoundTrip,41,19,7,Tue,SBWSYD,1,0,0,8.58,0
1,Internet,RoundTrip,160,34,5,Sat,SBWSYD,1,0,1,8.58,1
1,Mobile,RoundTrip,208,28,13,Tue,SBWTPE,1,1,1,4.67,0
1,Internet,RoundTrip,115,30,10,Sat,SBWTPE,1,0,0,4.67,1
1,Mobile,RoundTrip,54,126,2,Sun,SBWTPE,1,0,1,4.67,0
1,Internet,RoundTrip,220,30,22,Sat,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,85,126,3,Fri,SBWTPE,1,0,1,4.67,0
1,Internet,RoundTrip,19,113,6,Thu,SBWTPE,1,1,1,4.67,0
1,Internet,RoundTrip,61,73,8,Fri,SBWTPE,1,1,1,4.67,1
1,Internet,RoundTrip,95,55,6,Mon,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,99,29,13,Tue,SBWTPE,1,0,0,4.67,1
1,Internet,RoundTrip,219,30,7,Sun,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,46,36,16,Thu,SBWTPE,1,0,0,4.67,1
1,Internet,RoundTrip,109,58,5,Wed,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,195,35,14,Tue,SBWTPE,1,0,1,4.67,0
1,Internet,RoundTrip,6,17,0,Tue,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,217,33,13,Mon,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,288,84,5,Sun,SBWTPE,1,0,0,4.67,0
1,Mobile,RoundTrip,163,28,0,Sun,SBWTPE,1,0,0,4.67,0
2,Internet,RoundTrip,87,28,1,Thu,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,67,83,9,Sun,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,116,29,3,Sat,SBWTPE,1,0,0,4.67,1
1,Internet,RoundTrip,147,32,23,Mon,SBWTPE,1,0,0,4.67,0
2,Internet,RoundTrip,309,20,10,Sun,SBWTPE,1,0,1,4.67,0
1,Mobile,RoundTrip,295,26,0,Thu,SBWTPE,1,1,1,4.67,0
1,Internet,RoundTrip,225,29,8,Sun,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,248,32,4,Thu,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,117,35,14,Wed,SBWTPE,1,0,0,4.67,0
1,Internet,RoundTrip,99,40,8,Sun,SBWXIY,1,0,0,5,0
2,Internet,RoundTrip,172,31,6,Thu,SDKSYD,1,0,1,8.58,0
2,Internet,RoundTrip,42,49,5,Tue,SYDTPE,1,0,1,8.58,0
1,Internet,RoundTrip,36,26,9,Mon,TGGTPE,1,1,1,4.67,0
1,Internet,RoundTrip,49,33,17,Mon,TGGXIY,1,0,0,5,1
1,Internet,RoundTrip,28,26,9,Wed,TWUXIY,1,0,1,5,0
1,Internet,RoundTrip,34,60,5,Tue,TWUXIY,0,0,0,5,1
3,Mobile,RoundTrip,14,2,1,Thu,AKLKUL,1,0,1,8.83,1
2,Internet,RoundTrip,8,2,2,Tue,AKLKUL,1,0,0,8.83,0
1,Internet,RoundTrip,14,2,11,Tue,AKLKUL,1,0,1,8.83,1
1,Internet,RoundTrip,44,2,3,Wed,AKLKUL,0,0,1,8.83,1
2,Internet,RoundTrip,20,2,10,Tue,AKLKUL,1,1,1,8.83,1
1,Internet,RoundTrip,18,2,17,Sun,AKLKUL,1,0,1,8.83,0
1,Internet,RoundTrip,6,2,3,Wed,AKLKUL,0,0,0,8.83,0
3,Internet,RoundTrip,18,2,9,Sun,AKLKUL,0,0,0,8.83,1
3,Internet,RoundTrip,63,2,9,Thu,AKLKUL,1,1,1,8.83,0
1,Mobile,RoundTrip,9,2,3,Wed,AKLKUL,1,0,0,8.83,0
1,Internet,RoundTrip,28,2,2,Fri,AKLKUL,1,0,1,8.83,1
1,Internet,RoundTrip,48,2,14,Wed,AKLKUL,1,0,0,8.83,1
2,Internet,RoundTrip,0,2,7,Mon,AKLKUL,1,0,1,8.83,0
1,Internet,RoundTrip,29,2,14,Fri,AKLKUL,0,0,0,8.83,0
2,Mobile,RoundTrip,8,2,6,Fri,AKLKUL,1,0,0,8.83,0
2,Mobile,RoundTrip,21,2,3,Tue,AKLKUL,1,0,0,8.83,1
1,Internet,RoundTrip,25,2,3,Mon,AKLKUL,1,0,1,8.83,0
1,Mobile,RoundTrip,12,2,0,Mon,AKLKUL,0,0,0,8.83,1
1,Internet,RoundTrip,29,2,9,Mon,AKLKUL,0,0,0,8.83,0
1,Internet,RoundTrip,12,2,13,Wed,AKLKUL,0,0,1,8.83,0
1,Internet,RoundTrip,6,2,7,Wed,AKLKUL,0,0,0,8.83,0
1,Internet,RoundTrip,223,2,12,Sun,AKLKUL,0,0,0,8.83,1
1,Internet,RoundTrip,60,2,8,Thu,BKICTU,0,1,1,4.72,1
1,Internet,RoundTrip,14,2,8,Mon,BKICTU,0,0,0,4.72,0
1,Internet,RoundTrip,8,2,9,Thu,BKIICN,0,0,0,6.62,0
4,Internet,RoundTrip,120,2,11,Tue,BKIKIX,1,1,1,7,1
2,Mobile,RoundTrip,273,2,9,Mon,BKIMEL,0,1,0,8.83,0
1,Internet,RoundTrip,4,2,2,Fri,BKIMEL,0,0,0,8.83,0
1,Internet,RoundTrip,5,2,2,Wed,BKIMEL,0,0,0,8.83,1
1,Internet,RoundTrip,5,2,2,Wed,BKIMEL,0,0,0,8.83,1
3,Internet,RoundTrip,7,2,13,Wed,BKIMEL,0,0,1,8.83,1
1,Internet,RoundTrip,21,2,12,Mon,BKIMEL,0,0,0,8.83,0
1,Mobile,RoundTrip,91,2,12,Mon,BKIMEL,0,1,1,8.83,1
1,Internet,RoundTrip,7,2,12,Wed,BKIMEL,0,0,0,8.83,0
1,Internet,RoundTrip,5,2,4,Wed,BKIMEL,0,0,0,8.83,1
1,Internet,RoundTrip,3,2,14,Tue,BKIOOL,1,1,0,8.83,0
1,Internet,RoundTrip,49,2,9,Fri,BKIPEK,1,1,1,6.42,0
1,Internet,OneWay,7,2,8,Mon,BKIPER,0,0,0,5.62,0
1,Internet,RoundTrip,2,2,5,Thu,BKIPUS,0,0,0,6.33,0
1,Internet,RoundTrip,28,2,1,Fri,BKISYD,0,0,0,8.58,0
1,Internet,RoundTrip,40,2,4,Sun,BTUPER,1,0,0,5.62,0
1,Internet,RoundTrip,26,2,7,Tue,CGKHND,1,0,1,7.57,0
1,Internet,RoundTrip,14,2,2,Wed,CGKHND,1,1,1,7.57,0
1,Internet,RoundTrip,6,2,3,Mon,CGKKIX,1,0,1,7,0
1,Internet,OneWay,7,2,14,Wed,CTUJHB,1,1,1,4.72,1
2,Internet,RoundTrip,32,2,4,Sun,CTUPEN,0,0,0,4.72,0
1,Internet,RoundTrip,3,2,8,Fri,HNDPEN,0,0,0,7.57,1
1,Internet,RoundTrip,10,2,3,Wed,HNDPEN,1,1,1,7.57,0
1,Internet,RoundTrip,13,2,12,Fri,HNDPEN,1,0,0,7.57,1
1,Mobile,RoundTrip,6,2,4,Thu,HNDPEN,1,1,1,7.57,0
1,Internet,RoundTrip,3,2,11,Tue,HNDPEN,1,1,1,7.57,0
1,Internet,RoundTrip,39,2,5,Tue,HNDPEN,1,1,0,7.57,1
1,Internet,RoundTrip,22,2,3,Wed,HNDPEN,1,0,0,7.57,0
1,Internet,RoundTrip,20,2,1,Wed,HNDPEN,1,1,1,7.57,0
1,Internet,RoundTrip,9,2,10,Mon,HNDPEN,0,0,0,7.57,1
2,Internet,RoundTrip,9,2,8,Wed,HNDSIN,1,0,0,7.57,1
1,Internet,RoundTrip,10,2,11,Wed,ICNJHB,0,0,1,6.62,0
1,Mobile,RoundTrip,56,2,14,Tue,ICNKCH,0,1,0,6.62,0
1,Internet,RoundTrip,11,2,15,Mon,ICNPEN,1,1,0,6.62,1
1,Internet,RoundTrip,46,2,8,Mon,ICNTGG,0,0,0,6.62,0
1,Internet,RoundTrip,3,2,17,Tue,JHBKIX,0,1,0,7,1
1,Internet,RoundTrip,4,2,10,Sat,JHBKIX,0,0,0,7,0
1,Internet,RoundTrip,38,2,8,Mon,JHBKIX,0,0,0,7,0
1,Mobile,RoundTrip,3,2,7,Sun,JHBMEL,0,0,0,8.83,0
1,Internet,RoundTrip,10,2,2,Wed,JHBMEL,0,1,0,8.83,0
2,Internet,RoundTrip,17,2,17,Wed,JHBOOL,0,0,0,8.83,1
2,Internet,RoundTrip,21,2,7,Fri,JHBOOL,1,0,1,8.83,0
1,Internet,RoundTrip,33,2,14,Wed,JHBPEK,1,0,1,6.42,0
2,Internet,RoundTrip,32,2,4,Mon,JHBPEK,1,0,0,6.42,0
1,Internet,RoundTrip,13,2,12,Sun,JHBPVG,0,0,0,5.33,0
1,Internet,RoundTrip,2,2,4,Wed,JHBPVG,0,1,0,5.33,1
2,Internet,RoundTrip,7,2,8,Tue,JHBPVG,0,1,0,5.33,1
1,Internet,RoundTrip,6,2,14,Tue,JHBPVG,1,1,1,5.33,0
1,Internet,RoundTrip,22,2,4,Tue,JHBPVG,1,1,1,5.33,1
1,Internet,OneWay,3,2,16,Sat,JHBTPE,1,0,0,4.67,0
2,Internet,RoundTrip,144,2,6,Sun,JHBTPE,0,0,0,4.67,1
1,Internet,RoundTrip,29,2,7,Wed,JHBXIY,0,1,1,5,0
1,Internet,RoundTrip,10,2,1,Tue,KBRTPE,0,0,0,4.67,1
1,Internet,RoundTrip,152,2,6,Wed,KBRXIY,1,0,0,5,0
2,Internet,RoundTrip,11,2,12,Wed,KCHMEL,0,0,0,8.83,0
2,Mobile,RoundTrip,50,2,14,Thu,KCHMEL,0,0,0,8.83,0
1,Internet,RoundTrip,19,2,3,Thu,KCHPEK,0,0,1,6.42,0
2,Internet,RoundTrip,274,2,14,Wed,KCHPEK,1,0,0,6.42,0
1,Internet,RoundTrip,3,2,5,Tue,KCHPEK,1,1,1,6.42,0
1,Internet,RoundTrip,2,2,1,Mon,KCHPEK,0,1,0,6.42,1
1,Internet,RoundTrip,18,2,7,Thu,KCHPVG,0,1,0,5.33,0
2,Mobile,RoundTrip,34,2,10,Tue,KCHPVG,0,1,0,5.33,1
1,Internet,RoundTrip,14,2,4,Wed,KCHPVG,0,0,0,5.33,0
1,Mobile,RoundTrip,8,2,12,Mon,KCHTPE,0,0,1,4.67,0
1,Internet,RoundTrip,16,2,1,Fri,KCHTPE,0,0,0,4.67,0
1,Internet,RoundTrip,1,2,2,Sat,KCHTPE,0,0,0,4.67,0
1,Mobile,RoundTrip,110,2,1,Thu,KCHTPE,0,0,0,4.67,0
1,Internet,RoundTrip,10,2,19,Wed,KIXPEN,0,1,1,7,0
1,Internet,RoundTrip,13,2,14,Sat,KIXPEN,1,0,1,7,0
1,Internet,RoundTrip,51,2,2,Tue,KIXPEN,0,0,0,7,0
1,Internet,RoundTrip,8,2,22,Sun,KIXTWU,1,1,0,7,1
1,Internet,RoundTrip,15,2,7,Sun,KIXTWU,1,0,0,7,1
1,Internet,RoundTrip,24,2,6,Tue,LBUPER,1,1,0,5.62,0
1,Internet,RoundTrip,31,2,13,Sat,LGKMEL,1,1,1,8.83,1
1,Internet,OneWay,22,2,7,Wed,MELMYY,1,1,1,8.83,0
1,Mobile,RoundTrip,17,2,6,Wed,MELPEN,1,1,1,8.83,1
1,Internet,RoundTrip,101,2,8,Sat,MELPEN,0,1,1,8.83,1
1,Internet,RoundTrip,177,2,2,Tue,MELPEN,0,0,0,8.83,1
1,Internet,RoundTrip,26,2,6,Fri,MELPEN,1,0,1,8.83,0
1,Internet,RoundTrip,26,2,6,Fri,MELPEN,1,0,1,8.83,0
1,Internet,RoundTrip,3,2,8,Thu,MELSBW,0,1,1,8.83,0
2,Internet,RoundTrip,20,2,0,Mon,MYYPER,1,0,0,5.62,0
1,Internet,RoundTrip,49,2,14,Wed,MYYPER,0,1,1,5.62,0
1,Mobile,RoundTrip,8,2,6,Tue,MYYPER,0,0,0,5.62,0
1,Internet,RoundTrip,36,2,7,Thu,OOLPEN,0,1,0,8.83,1
2,Mobile,RoundTrip,38,2,15,Tue,OOLTWU,0,1,1,8.83,1
1,Internet,RoundTrip,6,2,4,Wed,PEKPEN,1,1,1,6.42,0
2,Mobile,RoundTrip,16,2,4,Mon,PEKPEN,0,0,0,6.42,0
3,Mobile,RoundTrip,13,2,16,Thu,PEKPEN,0,0,0,6.42,0
1,Mobile,RoundTrip,4,2,13,Wed,PEKSBW,0,0,0,6.42,0
2,Mobile,RoundTrip,88,2,15,Sun,PENPER,1,0,1,5.62,1
1,Internet,RoundTrip,166,2,9,Sat,PENPER,0,0,0,5.62,0
1,Internet,RoundTrip,9,2,11,Tue,PENPVG,0,0,1,5.33,1
1,Internet,RoundTrip,34,2,6,Thu,PENPVG,1,1,1,5.33,1
1,Internet,RoundTrip,7,2,0,Wed,PENPVG,1,1,0,5.33,1
2,Internet,RoundTrip,8,2,3,Sun,PENPVG,0,0,1,5.33,0
1,Internet,RoundTrip,20,2,7,Tue,PENPVG,0,0,0,5.33,0
1,Internet,RoundTrip,7,2,12,Tue,PENPVG,0,1,1,5.33,0
3,Internet,RoundTrip,219,2,10,Sun,PENPVG,1,0,1,5.33,1
1,Mobile,RoundTrip,48,2,7,Sat,PENPVG,0,1,0,5.33,0
1,Internet,RoundTrip,24,2,5,Tue,PENPVG,0,0,0,5.33,0
1,Internet,RoundTrip,4,2,9,Thu,PENPVG,0,0,0,5.33,1
1,Internet,RoundTrip,7,2,14,Mon,PENPVG,0,0,0,5.33,0
1,Internet,RoundTrip,2,2,13,Wed,PENSYD,1,1,1,8.58,1
1,Mobile,OneWay,3,2,3,Sat,PENSYD,1,1,0,8.58,0
1,Internet,RoundTrip,33,2,5,Mon,PENSYD,1,1,1,8.58,0
1,Internet,RoundTrip,51,2,7,Sun,PENSYD,1,1,1,8.58,0
1,Internet,RoundTrip,89,2,14,Sun,PENSYD,0,0,0,8.58,0
1,Internet,RoundTrip,24,2,2,Thu,PENSYD,1,1,0,8.58,0
3,Internet,RoundTrip,40,2,7,Sun,PENSYD,1,1,1,8.58,0
1,Internet,RoundTrip,10,2,4,Thu,PENSYD,0,1,1,8.58,1
1,Internet,RoundTrip,3,2,5,Thu,PENSYD,0,0,1,8.58,0
1,Internet,RoundTrip,27,2,9,Fri,PENSYD,1,1,1,8.58,1
1,Internet,RoundTrip,12,2,2,Mon,PENSYD,0,0,0,8.58,0
1,Internet,RoundTrip,9,2,7,Wed,PENTPE,1,0,1,4.67,1
1,Internet,RoundTrip,17,2,14,Mon,PENTPE,1,0,0,4.67,0
2,Internet,RoundTrip,56,2,6,Fri,PENTPE,0,0,1,4.67,0
4,Internet,RoundTrip,8,2,10,Tue,PENTPE,1,1,1,4.67,1
1,Internet,RoundTrip,3,2,13,Sat,PENTPE,0,0,1,4.67,1
1,Internet,RoundTrip,23,2,14,Wed,PENTPE,0,1,1,4.67,0
1,Internet,RoundTrip,5,2,19,Mon,PENTPE,0,0,0,4.67,0
1,Internet,RoundTrip,62,2,11,Sat,PENTPE,1,1,1,4.67,0
2,Internet,RoundTrip,57,2,8,Tue,PENTPE,0,0,0,4.67,1
1,Internet,RoundTrip,1,2,5,Fri,PENTPE,0,0,0,4.67,0
1,Mobile,RoundTrip,1,2,8,Sat,PENTPE,1,1,0,4.67,0
1,Internet,RoundTrip,22,2,20,Tue,PENTPE,0,0,0,4.67,0
1,Internet,RoundTrip,15,2,7,Mon,PENTPE,0,0,0,4.67,1
1,Mobile,RoundTrip,5,2,22,Tue,PENTPE,0,1,0,4.67,1
1,Internet,RoundTrip,3,2,8,Thu,PENTPE,1,0,1,4.67,0
1,Internet,RoundTrip,13,2,15,Tue,PENTPE,0,1,1,4.67,0
1,Mobile,RoundTrip,84,2,15,Thu,PENTPE,1,1,1,4.67,1
1,Internet,RoundTrip,49,2,5,Fri,PENTPE,0,0,0,4.67,0
1,Mobile,RoundTrip,0,2,13,Sat,PENTPE,1,0,0,4.67,0
1,Internet,RoundTrip,134,2,5,Fri,PERSBW,1,1,1,5.62,0
1,Internet,RoundTrip,81,2,3,Sat,PERSBW,0,1,1,5.62,0
1,Internet,RoundTrip,46,2,6,Mon,PERSBW,0,1,0,5.62,0
1,Internet,RoundTrip,140,2,5,Fri,SBWTPE,1,1,0,4.67,1
1,Internet,RoundTrip,45,2,13,Tue,SBWTPE,0,1,1,4.67,0
1,Mobile,RoundTrip,9,2,10,Sun,SBWWUH,0,0,0,5.13,0
1,Internet,RoundTrip,5,2,4,Tue,SDKSYD,0,0,0,8.58,1
1,Internet,RoundTrip,25,2,5,Mon,SINTPE,0,0,0,4.67,0
1,Mobile,OneWay,6,2,12,Wed,SYDTWU,0,0,1,8.58,0
1,Mobile,RoundTrip,54,3,12,Thu,AKLKUL,0,0,1,8.83,0
1,Mobile,RoundTrip,26,3,8,Wed,AKLKUL,1,0,0,8.83,0
2,Internet,RoundTrip,179,3,5,Sun,AKLKUL,0,0,0,8.83,0
2,Mobile,RoundTrip,45,3,15,Sat,AKLKUL,1,0,0,8.83,0
1,Internet,RoundTrip,4,3,14,Thu,AKLKUL,0,0,0,8.83,0
1,Internet,RoundTrip,141,3,13,Wed,AKLKUL,0,1,1,8.83,0
1,Internet,RoundTrip,1,3,15,Fri,AKLKUL,0,1,0,8.83,0
1,Internet,RoundTrip,2,3,0,Fri,AKLKUL,0,0,1,8.83,1
1,Internet,RoundTrip,16,3,3,Sat,AKLKUL,0,0,0,8.83,0
1,Internet,RoundTrip,11,3,9,Fri,AKLKUL,1,1,1,8.83,1
1,Internet,RoundTrip,138,3,15,Sat,AKLKUL,0,0,1,8.83,0
1,Mobile,RoundTrip,1,3,14,Fri,AKLKUL,1,1,0,8.83,1
1,Internet,RoundTrip,11,3,10,Wed,AKLKUL,0,1,1,8.83,0
1,Mobile,RoundTrip,37,3,23,Sat,AKLKUL,0,0,0,8.83,0
5,Internet,RoundTrip,230,3,4,Tue,AORKIX,1,1,0,7,1
1,Internet,RoundTrip,3,3,12,Fri,AORMEL,1,0,0,8.83,0
1,Internet,RoundTrip,15,3,1,Thu,BKIHND,0,0,0,7.57,1
1,Internet,RoundTrip,26,3,9,Thu,BKIHND,1,0,1,7.57,1
1,Internet,RoundTrip,1,3,23,Wed,BKIICN,1,0,0,6.62,0
1,Internet,RoundTrip,5,3,0,Sat,BKIICN,0,0,0,6.62,0
1,Internet,RoundTrip,16,3,3,Mon,BKIKIX,0,0,0,7,1
1,Internet,RoundTrip,16,3,2,Tue,BKIMEL,0,0,0,8.83,1
1,Internet,RoundTrip,27,3,2,Wed,BKIMEL,1,0,1,8.83,1
1,Internet,RoundTrip,60,3,4,Sat,BKIMEL,0,0,0,8.83,0
1,Internet,RoundTrip,43,3,4,Wed,BKIMEL,1,1,1,8.83,1
1,Internet,RoundTrip,18,3,8,Fri,BKIMEL,0,1,1,8.83,0
1,Internet,RoundTrip,28,3,23,Fri,BKIOOL,0,0,1,8.83,0
2,Internet,RoundTrip,18,3,6,Mon,BKIOOL,0,1,0,8.83,0
2,Internet,RoundTrip,112,3,6,Thu,BKIOOL,1,1,0,8.83,1
1,Mobile,RoundTrip,16,3,13,Mon,BKIPEK,0,0,0,6.42,0
2,Internet,RoundTrip,82,3,17,Tue,BKIPER,0,1,0,5.62,0
1,Internet,RoundTrip,21,3,8,Wed,BKIPER,1,0,0,5.62,1
1,Internet,RoundTrip,5,3,14,Thu,BKIPER,0,0,1,5.62,0
1,Internet,RoundTrip,77,3,7,Tue,BKIPER,0,0,1,5.62,1
1,Internet,RoundTrip,11,3,6,Wed,BKIPER,1,1,1,5.62,0
2,Internet,RoundTrip,297,3,2,Mon,BKIPER,0,0,0,5.62,0
2,Internet,RoundTrip,63,3,16,Sat,BKIPER,1,0,0,5.62,1
1,Internet,RoundTrip,33,3,14,Wed,BKIPER,1,0,0,5.62,0
2,Internet,RoundTrip,48,3,2,Wed,BKIPVG,1,1,0,5.33,0
1,Internet,RoundTrip,54,3,5,Sun,BKISYD,0,0,0,8.58,0
1,Internet,RoundTrip,7,3,3,Fri,BKIXIY,1,1,1,5,1
1,Internet,RoundTrip,23,3,5,Tue,BTUPER,1,1,0,5.62,0
2,Internet,RoundTrip,241,3,2,Fri,BTUPER,1,1,0,5.62,0
3,Internet,RoundTrip,395,3,6,Thu,CGKPEK,0,0,0,6.42,0
1,Internet,RoundTrip,14,3,6,Thu,CGKPUS,0,0,1,6.33,0
1,Internet,RoundTrip,104,3,0,Sat,CTUJHB,0,0,0,4.72,0
2,Internet,RoundTrip,0,3,8,Fri,CTUJHB,1,0,0,4.72,1
1,Internet,RoundTrip,1,3,2,Thu,CTUJHB,1,0,1,4.72,1
1,Internet,RoundTrip,4,3,0,Thu,CTUKCH,1,1,1,4.72,0
